1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,299963
Name,Picture Perfect <small>(2020)</small>
Beschreibung,"How do you take the perfect picture of a group of people if you only have one try? Each character has different wishes. Some want to be at the front of the picture; some want to stand next to another; and some really don't want to be next to that one particular person by any means. Do your best to make everyone happy &ndash; even if you don't actually know all the characters' preferences&hellip;&#10;&#10;In Picture Perfect, first released as Der Perfekte Moment, you need to arrange fourteen characters to take the perfect photograph. <span class='filter-values' data-player-number='2 3 4' data-mechanics='auction deduction tilePlacement trading' data-themes='arts' ></span>"
Tagline,How do you take the perfect picture of a group of people if you have only one try?
Thumbnail,https://cf.geekdo-images.com/uXCYfqmKvsqua_GDx1gtxA__thumb/img/z9zXEyccz32qjLPNWJW1GNGKWts=/fit-in/200x150/filters:strip_icc()/pic6293159.png
1,Difficulty (2 = easy)
0,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,295488
Name,Andor: The Family Fantasy Game <small>(2020)</small>
Beschreibung,"In Andor: The Family Fantasy Game, a.k.a. Andor Junior, each player chooses one of four heroes &mdash; magician, warrior, archer, or dwarf &mdash; before beginning their quest to rescue the wolf cubs lost in the dwarven mine. However, before beginning the search for the wolf cubs, the heroes must first complete the tasks given to them by Mart, the old bridge guard. <span class='filter-values' data-player-number='2 3 4' data-mechanics='' data-themes='adventure fantasy war' ></span>"
Tagline,A band of young adventurers roams Andor to fulfil quests in order to save wolf cubs.
Thumbnail,https://cf.geekdo-images.com/raNviCcChSPrruvDSAZf4g__thumb/img/20JvTf1nTJqMWN54hIrjZqmGxTQ=/fit-in/200x150/filters:strip_icc()/pic5988900.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,320718
Name,Hidden Leaders <small>(2022)</small>
Beschreibung,"The island of Oshra is in turmoil. Following the death of the Emperor, the conflict between the Hill Tribes and the Imperial Army escalated. While the Water People try to maintain balance between the old rivals, the Undead aim to escalate the war. All hope rests on the six children of the Emperor: Who of them will claim the throne? <span class='filter-values' data-player-number='3 4 5' data-mechanics='cards deduction drafting party' data-themes='fantasy' ></span>"
Tagline,Gather heroes to secretly influence the conflict and become the new Emperor.
Thumbnail,https://cf.geekdo-images.com/vDu0Zb4ooGEOF29ZaRQ3EQ__thumb/img/3AcQZQ_MB1dJiQlQzcJMjDK637M=/fit-in/200x150/filters:strip_icc()/pic5845169.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,397897
Name,Horrified: Greek Monsters <small>(2023)</small>
Beschreibung,"Pandora's Box has been opened, and Greece's most notorious monsters have escaped.&#10;&#10;Horrified: Greek Monsters is a standalone game that features gameplay similar to 2019's Horrified. In this co-operative game, players become avatars of the Greek gods and must work together to re-capture these monsters. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='' data-themes='horror' ></span>"
Tagline,Monsters from Greek mythology must be stopped. Can your team do the job?
Thumbnail,https://cf.geekdo-images.com/AXNf3SxmIx125TDTK3CMtg__thumb/img/2I5kwFhJOgXaS4Ul-2SS0RRCWPo=/fit-in/200x150/filters:strip_icc()/pic7669076.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,366495
Name,Undaunted: Battle of Britain <small>(2023)</small>
Beschreibung,"The RAF faces the Luftwaffe in this two-player deck-building game of aerial WWII combat.&#10;&#10;Summer, 1940. The German war machine has rolled through the continent in less than a year, crushing all before it. Britain is all that stands in the way of German victory in Europe. <span class='filter-values' data-player-number='2' data-mechanics='deckBuilding drafting' data-themes='trains war' ></span>"
Tagline,"Pit the RAF against the Luftwaffe over the beaches, fields and cities of England."
Thumbnail,https://cf.geekdo-images.com/A8nvS7yfe3wwUqPL9Ea7JA__thumb/img/--vfwclokeUs7Av1l_fEF2MUDkU=/fit-in/200x150/filters:strip_icc()/pic6972929.jpg
0,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,16267
Name,Trans Europa <small>(2005)</small>
Beschreibung,"Trans Europa is a simple railway game. Each player has a set of five cities strung across Europe that need to be connected by rail. Players place either one or two rails each turn. The first player to connect their five cities wins the round, with all other players losing points for being too slow! <span class='filter-values' data-player-number='3 4 5 6' data-mechanics='networks' data-themes='trains' ></span>"
Tagline,Connect your five cities across Europe on a shared rail network.
Thumbnail,https://cf.geekdo-images.com/PZTahUgaCizctmWCTMAbnA__thumb/img/ow-H5BWWAZvMTahDmtMOwvqEz6o=/fit-in/200x150/filters:strip_icc()/pic4184935.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,324914
Name,Inside Job <small>(2022)</small>
Beschreibung,"The Mostly Cooperative Trick-Taking Game&#10;&#10;You are a group of secret agents and must work together to complete your missions. But beware! An insider is hiding amongst you, sabotaging you at every turn and collecting secret information along the way. In this (mostly) cooperative trick-taking card game, you slip into undercover roles. <span class='filter-values' data-player-number='4 5' data-mechanics='cards deduction' data-themes='politics' ></span>"
Tagline,Agents work together to complete missions and gather intel but who's &quot;The Insider&quot;?
Thumbnail,https://cf.geekdo-images.com/Kimz03Spg3dB96_O-xbcPg__thumb/img/4MXilcl8plyqXtNQoCk6pE_lroM=/fit-in/200x150/filters:strip_icc()/pic7233520.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,173761
Name,Telestrations After Dark <small>(2015)</small>
Beschreibung,"This is an adult version of the award winning Telestrations.  Gameplay is the same, but the word content has changed to more adult fare.  Some of the word cards now include stuff such as &quot;Anaconda&quot;, &quot;Jackhammer&quot;, &quot;Doggie Style&quot;, and &quot;Human Centipede&quot;.&#10;&#10; <span class='filter-values' data-player-number='5 6 7' data-mechanics='action party' data-themes='' ></span>"
Tagline,
Thumbnail,https://cf.geekdo-images.com/lxSrSu2-x2PcDwi78SACjA__thumb/img/Q_q-a0H1MT30IIOVtmHAsIaiqP8=/fit-in/200x150/filters:strip_icc()/pic2564213.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
-1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,1117
Name,You're Bluffing! <small>(1985)</small>
Beschreibung,"Classic bidding and bluffing game. The deck consists of sets of farm animals, 4 cards per animal. Players auction off the top animal of the deck, or try to complete their set by trading with another player. Highest bid wins, but auctioneer always has the choice to buy the animal for the same price as the highest bid. <span class='filter-values' data-player-number='3 4 5' data-mechanics='cards trading' data-themes='animals' ></span>"
Tagline,Place blind bids to gain farm animals or bluff to get your opponent's gold!
Thumbnail,https://cf.geekdo-images.com/j7k4vyu3nOY0vOlizLznZQ__thumb/img/L-_9aXOVPSvibia42APGUbeSq2o=/fit-in/200x150/filters:strip_icc()/pic1068602.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,218208
Name,Zug um Zug: Meine erste Reise <small>(2017)</small>
Beschreibung,"Ticket to Ride: First Journey takes the gameplay of the Ticket to Ride series and scales it down for a younger audience.&#10;&#10;In general, players collect train cards, claim routes on the map, and try to connect the cities shown on their tickets. In more detail, the game board shows a map of Europe with certain cities being connect by colored paths. <br><strong>Languages</strong>: <span class='flags'><img  src='https://flagicons.lipis.dev/flags/4x3/de.svg' alt='German' title='German' /></span><span class='filter-values' data-player-number='2 3 4' data-mechanics='networks' data-themes='trains' ></span>"
Tagline,The whole family races to collect tickets and travel by train from east to west.
Thumbnail,https://cf.geekdo-images.com/LdaqqQ2Xj70QJrxIGuBhuA__thumb/img/spljdf8zhavFwbheQkrHHfg0KlQ=/fit-in/200x150/filters:strip_icc()/pic3381771.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,113289
Name,Snake Oil <small>(2010)</small>
Beschreibung,"In the Old West, the wily snake oil salesman had a special talent, getting the most skeptical customers to buy the most dubious products. Now it's your turn! Invent your own zany two-word products &ndash; Rumor Mirror! Burp Balloon! &ndash; and sell them to all types of wacky customers. <span class='filter-values' data-player-number='4 5 6 7' data-mechanics='cards party storytelling' data-themes='' ></span>"
Tagline,Make a creative pitch to sell whatever you end up with!
Thumbnail,https://cf.geekdo-images.com/q-Sdv383LKSBIPOrSRb5Cg__thumb/img/IgIpwCXKODgKV152brI3nH5Rwag=/fit-in/200x150/filters:strip_icc()/pic7617053.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
-2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,253664
Name,Taco Cat Goat Cheese Pizza <small>(2018)</small>
Beschreibung,"Taco Cat Goat Cheese Pizza is filled to the brim with hand-slapping mayhem! As in Snap and Dobble, each player places a card from their hand face up into a community pile while saying taco/cat/goat/cheese/pizza in player sequence. When the card matches the mantra &mdash; boom! &mdash; everyone slaps their hand on the deck, with the last one to slap picking up the cards. <span class='filter-values' data-player-number='3 4 5 6 7' data-mechanics='action cards deduction party' data-themes='' ></span>"
Tagline,"Act fast when the flipped card actually is that taco, cat, goat, cheese, or pizza..."
Thumbnail,https://cf.geekdo-images.com/GHrnr-Khb0LvBU_QkrC_qA__thumb/img/pFt03CkI8uo3rOi4E7_ZrZfSmIM=/fit-in/200x150/filters:strip_icc()/pic7192024.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,370581
Name,Fractured Sky <small>(2024)</small>
Beschreibung,"Fractured Sky is a game of deduction, sneaky strategy, and resource management set on a fantastical island. Players lead their kingdom in the hunt for shards of fractured falling stars, which are rumored to grant wishes to those that can amass enough of them.&#10;&#10;Using airships, players send their armies to regions with the star shards, but finding those is not always easy and hiring seers to predict their falls can be worth the investment. <span class='filter-values' data-player-number='3 4 5' data-mechanics='areaControl deduction' data-themes='fantasy' ></span>"
Tagline,Kingdoms compete to recover shards of fallen stars.
Thumbnail,https://cf.geekdo-images.com/xmxjHx8M0wzOHdcNe62Qpw__thumb/img/0mxPEvswlX54bVd39J1cSnZIRws=/fit-in/200x150/filters:strip_icc()/pic7324567.jpg
0,Difficulty (2 = easy)
0,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,226605
Name,Fire Tower <small>(2019)</small>
Beschreibung,"While manning your fire tower you notice smoke in the distance and pull out your radio to report a blaze growing somewhere in the forest. You must protect your tower with all the resources at your disposal: dispatch fire engines to combat the blaze, order air drops of water, and plan the building of firebreaks. Competing fire departments will complicate your work, using the unrelenting winds to their advantage in an attempt to safeguard their own towers and threaten yours. <span class='filter-values' data-player-number='2 4' data-mechanics='tilePlacement' data-themes='animals' ></span>"
Tagline,Manipulate a raging forest fire to burn down rival fire towers before they get you.
Thumbnail,https://cf.geekdo-images.com/smRx-veml48bWTsDJFzisQ__thumb/img/4NCvoTZ8gRfXLQT9TrPGPeLjso4=/fit-in/200x150/filters:strip_icc()/pic4081152.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,256804
Name,Exploding Kittens: Party Pack <small>(2017)</small>
Beschreibung,"This stand-alone game includes cards from Exploding Kittens, Imploding Kittens and the Exploding Kittens App and allows 2-10 players&#10;&#10;Exploding Kittens is a kitty-powered version of Russian Roulette. Players take turns drawing cards until someone draws an exploding kitten and loses the game. The deck is made up of cards that let you avoid exploding by peeking at cards before you draw, forcing your opponent to draw multiple cards, or shuffling the deck. <span class='filter-values' data-player-number='2 3 4 5 6 7' data-mechanics='cards party' data-themes='animals' ></span>"
Tagline,
Thumbnail,https://cf.geekdo-images.com/TTsbFSWQjf6ALCmct9Q02g__thumb/img/A7iYWe-75YPppgCss4YelSjrPQs=/fit-in/200x150/filters:strip_icc()/pic5940391.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,227072
Name,The Chameleon <small>(2017)</small>
Beschreibung,"A bluffing deduction game for everyone.&#10;&#10;Each round involves two missions, depending on whether you&rsquo;re the Chameleon or not.&#10;&#10;Mission 1: You are the Chameleon. No one knows your identity except you. <span class='filter-values' data-player-number='5 6 7' data-mechanics='cards deduction party words' data-themes='' ></span>"
Tagline,Decipher the 1-word clues and bluff your way through as the chameleon.
Thumbnail,https://cf.geekdo-images.com/-uBkiypUVyRKxNuOI_-ZpQ__thumb/img/qv_sRsagG0xQzNxg4Ol_AgiR2SY=/fit-in/200x150/filters:strip_icc()/pic3552344.png
2,Difficulty (2 = easy)
2,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
-1,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,176558
Name,Mafia de Cuba <small>(2015)</small>
Beschreibung,"Havana, December 29, 1955: At the end of the meal offered at his &quot;faithful&quot; henchmen, don Alessandro evokes the &quot;business&quot; in progress. Suddenly, the phone rang in the back room of the restaurant. The Godfather is convened to the office of President Batista. He entrusted his precious cigar box to his henchmen. <span class='filter-values' data-player-number='7' data-mechanics='deduction party storytelling' data-themes='' ></span>"
Tagline,Catch diamond thieves or steal from the mob boss in this social deduction game.
Thumbnail,https://cf.geekdo-images.com/nvdogXld5bIr8uXIq2M-uA__thumb/img/j82wTfCvi4Cjq3Pa3aJDLS1nuRw=/fit-in/200x150/filters:strip_icc()/pic2519675.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,22245
Name,Royal Visit <small>(2006)</small>
Beschreibung,"In Royal Visit, you and your opponent must vie to attract the King to your Chateau. On your turn, play a card from your hand to move characters or use the powers of the Wizard and Jester to influence the position of the King and his Court. You can then move the Crown between the two Duchies, according to the position of each character. <span class='filter-values' data-player-number='2' data-mechanics='cards' data-themes='oldHistory' ></span>"
Tagline,Manage your hand carefully in a tug of war for the king's attention...
Thumbnail,https://cf.geekdo-images.com/x4s694EfCpt7MtxAwzRDuQ__thumb/img/YeqqzGqiMeAWOGNZlWUv607i9ZY=/fit-in/200x150/filters:strip_icc()/pic5854330.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
-1,Release year (2 = new)
#####,Freizeile
ID,234260
Name,Prey Another Day <small>(2023)</small>
Beschreibung,"The large predators hunt the smaller ones, but they are nimble and can easily escape. Use your animal instincts to outwit the other players and deduce which animals they are sending on the hunt. The first player to capture 5 food markers will be crowned the munch king!&#10;&#10;The game takes place over multiple rounds. <span class='filter-values' data-player-number='3 4 5' data-mechanics='cards deduction' data-themes='animals' ></span>"
Tagline,Use your animal instincts to predict who is out on the hunt.
Thumbnail,https://cf.geekdo-images.com/pfEw73TNwLWHNKwssoI4mg__thumb/img/uMR-GcpC7W6uJHQW3XZtU0w5Y7U=/fit-in/200x150/filters:strip_icc()/pic7615075.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,231696
Name,Bob Ross: Art of Chill Game <small>(2017)</small>
Beschreibung,"If you want to paint with Bob Ross, you need to be chill, so whoever reaches maximum chill first in Bob Ross: Art of Chill Game wins.&#10;&#10;In the game, each player starts with three art supplies cards, with each card showing one of seven paints and one of four tools. (Some cards are jokers that serve as any color, but no tool.) Take one of the large double-sided painting cards, place it on the easel, and place Bob on the first space on the painting track.&#10;&#10;On a turn, the active player rolls the die and either draws an art supplies card, plays a paint to their palette, receives an extra action for the turn (four total), or both draws a &quot;Chill&quot; card and advances Bob on the painting track. <span class='filter-values' data-player-number='2 3 4' data-mechanics='cards drafting' data-themes='arts' ></span>"
Tagline,Calmly collect paints and brushes to create almighty mountains and happy little trees
Thumbnail,https://cf.geekdo-images.com/I0dO3GEStulLd88B7NHavw__thumb/img/x-jwOdWChUXh6SLo5SX5EMhNiIs=/fit-in/200x150/filters:strip_icc()/pic3652437.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,277458
Name,Kluster <small>(2018)</small>
Beschreibung,"Kluster is a dexterity game for 1 to 4 players, very short, easy to transport, incredibly fun, really simple, accessible to everyone and still full of strategy!&#10;&#10;Kluster&rsquo;s rules can be explain in no time: Magnetic stones are equally shared between players, who must, in turn, place one stone inside the area delimited by the cord. The first player to get rid of his or her magnets wins. <span class='filter-values' data-player-number='2 3 4' data-mechanics='action areaControl party' data-themes='' ></span>"
Tagline,"Put down all your magnets in the circle, but that’s easier said than done."
Thumbnail,https://cf.geekdo-images.com/0uu0QJ2OFRIEGVMUgzfYJQ__thumb/img/aNd2-AJpD-f5yZfnYc2zfZ6Um48=/fit-in/200x150/filters:strip_icc()/pic5251671.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,313262
Name,Shamans <small>(2021)</small>
Beschreibung,"Shamans try to restore harmony in a world threatened by Shadows. You'll need to pick a side.&#10;&#10;The game combines with ingenuity: hidden roles, competitive play and an original card playing mechanic.&#10;Each played card allows you to stabilise the spirit world, perform a Ritual, acquire an Artefact ; and together they will bring you closer to the final showdown between Shadows and Shamans. <span class='filter-values' data-player-number='3 4 5' data-mechanics='cards deduction' data-themes='fantasy' ></span>"
Tagline,"A hidden role game filled with magic, suspense, and dreamy worlds."
Thumbnail,https://cf.geekdo-images.com/BNmYPPip0PZBPx9qJCEUxA__thumb/img/B5l81b4CUT3OYafXEk4QNi_nxkY=/fit-in/200x150/filters:strip_icc()/pic6021323.jpg
1,Difficulty (2 = easy)
1,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,320
Name,Scrabble <small>(1948)</small>
Beschreibung,"In this classic word game, players use their seven drawn letter-tiles to form words on the gameboard. Each word laid out earns points based on the commonality of the letters used, with certain board spaces giving bonuses.  But a word can only be played if it uses at least one already-played tile or adds to an already-played word.  This leads to slightly tactical play, as potential words are rejected because they would give an opponent too much access to the better bonus spaces.&#10;&#10;Skip-a-cross was licensed by Selchow &amp; Righter and manufactured by Cadaco. <span class='filter-values' data-player-number='2 3 4' data-mechanics='tilePlacement words' data-themes='' ></span>"
Tagline,Carefully place your lettered tiles to make high-scoring words.
Thumbnail,https://cf.geekdo-images.com/mVmmntn2oQd0PfFrWBvwIQ__thumb/img/RUmuGCB40FQH0en0R2nrcsSO7DE=/fit-in/200x150/filters:strip_icc()/pic404651.jpg
1,Difficulty (2 = easy)
0,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
-2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,295948
Name,Aqualin <small>(2020)</small>
Beschreibung,"There's turmoil at the reef, with different sea animals forming swarms again and again.&#10;&#10;Each turn in Aqualin, the active player selects one of six stones and places it on an empty field. One player is trying to make groups of the same color, while the other is forming groups of identical sea creatures, with players having the ability to move a stone before placing a new one to form new swarms. <span class='filter-values' data-player-number='2' data-mechanics='tilePlacement' data-themes='' ></span>"
Tagline,Life in the coral reef is constantly growing and shifting. Make groupings to score.
Thumbnail,https://cf.geekdo-images.com/MjOvtF3kLme8O9US0Ysbkw__thumb/img/TWmWs7RgidoSsRE7FIzPFD-yUwE=/fit-in/200x150/filters:strip_icc()/pic5477505.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
1,Release year (2 = new)
#####,Freizeile
ID,1234
Name,Once Upon a Time: The Storytelling Card Game <small>(1993)</small>
Beschreibung,"Once Upon A Time is a game in which the players create a story together, using cards that show typical elements from fairy tales. One player is the Storyteller and creates a story using the ingredients on their cards. They try to guide the plot towards their own ending. The other players try to use cards to interrupt the Storyteller and become the new Storyteller. <span class='filter-values' data-player-number='3 4 5 6' data-mechanics='action cards party storytelling' data-themes='' ></span>"
Tagline,Be the first to play out your cards while building a crazy fairytale from scratch.
Thumbnail,https://cf.geekdo-images.com/IHYBF2QWcZwlYfH4doj06Q__thumb/img/XkT-0Bj73aLec9BYdqWSqIpIKis=/fit-in/200x150/filters:strip_icc()/pic1494028.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
0,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,304510
Name,Pampero <small>(2024)</small>
Beschreibung,"With no natural resources, the Government of Uruguay is concerned about the country&rsquo;s dependence on imported fossil fuels. As a consequence, it is seeking to increase the share of domestic resources, of which the most feasible are biomass and wind energy, as well as employing end-use energy efficiency measures to increase its energy security. In addition, the government aims to use the intended growth of the domestic energy sector to foster its other objectives of increasing economic growth and creating employment. (Extract from World Bank Documents, CASE STUDY 11: URUGUAY &ndash; WIND ENERGY PROGRAMME )&#10;&#10;&quot;Toward noon, however, the sun's rays were extremely scorching, and when evening came, a bar of clouds streaked the southwest horizon - a sure sign of a change in the weather. <span class='filter-values' data-player-number='2 3 4' data-mechanics='cards deckBuilding' data-themes='animals economy-infrastructure' ></span>"
Tagline,"Build wind farms, then expand and improve your grid to master the energy market."
Thumbnail,https://cf.geekdo-images.com/G-7qbE2mnSPuqijEZ8EgIg__thumb/img/tRlN4p6HwiphLXP_VtQP0X9z-FY=/fit-in/200x150/filters:strip_icc()/pic6654635.jpg
-2,Difficulty (2 = easy)
-2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,383109
Name,Dragonkeepers <small>(2023)</small>
Beschreibung,"Anyone can herd sheep, but have you ever herded dragons?&#10;&#10;In Dragonkeepers, you compete against each other as magicians. Two stacks of cards form the &quot;Magic Book&quot;, which indicates which and how many dragons can be herded. With each card taken, this information changes, but luckily you can cast spells and return your cards to the Magic Book to change it in your favor and score! <span class='filter-values' data-player-number='2 3 4' data-mechanics='cards drafting' data-themes='fantasy' ></span>"
Tagline,Herd dragons and cast magic spells to boost their value.
Thumbnail,https://cf.geekdo-images.com/FvGvU-Tp3gXDdX-FBkRceA__thumb/img/CHjciSKLrj6XRWXsdwwnJBMVymk=/fit-in/200x150/filters:strip_icc()/pic7646092.jpg
1,Difficulty (2 = easy)
2,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
2,Language Dependence (2 = no text)
2,Release year (2 = new)
#####,Freizeile
ID,1111
Name,Taboo <small>(1989)</small>
Beschreibung,"In the party game Taboo, you're trying to give clues to your teammates so that they'll guess a particular word, but you can't say just anything you like. Some clues are off limits!&#10;&#10;When you're the active player, hold the deck of cards so that you and the opposing team can see the top card. At the top of the card is the word your teammate must say to score the card, and you can anything you want to help them figure out what to guess other than the word itself (duh!) or the five words/phrases listed on the bottom of the card. <span class='filter-values' data-player-number='4 6' data-mechanics='action party words' data-themes='' ></span>"
Tagline,Get your team to guess the target but you can't use the most obvious clues.
Thumbnail,https://cf.geekdo-images.com/TdOB9V-wTf0LenXk8QWo-A__thumb/img/FU6jPnm6yzKxH8au69ZAJwC2wpY=/fit-in/200x150/filters:strip_icc()/pic8377520.jpg
2,Difficulty (2 = easy)
2,Play Time (2 = short)
0,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
-2,Language Dependence (2 = no text)
-2,Release year (2 = new)
#####,Freizeile
ID,262547
Name,Don't Get Got! <small>(2018)</small>
Beschreibung,"Don't Get Got! is a party game in which each player receives six secret missions. The first player to complete three of these missions wins.&#10;&#10;You don't sit at a table to complete missions, though. This game is designed to run in the background of whatever else you have going on, which means you can play it anywhere &mdash; at home, on holiday, in the office, or yes, at a party. <span class='filter-values' data-player-number='4 5 6 7' data-mechanics='party' data-themes='' ></span>"
Tagline,Pull off silly stunts on your friends - but keep your eye out for their own schemes!
Thumbnail,https://cf.geekdo-images.com/YIxmAusaJJq4SpiSpSAKWQ__thumb/img/9i6K95aGNZegnktzp4Cv4t805I4=/fit-in/200x150/filters:strip_icc()/pic6935641.png
2,Difficulty (2 = easy)
99,Play Time (2 = short)
-1,Cooperative vs. competetive (1 = cooperative)
undefined,Conflict (1 = low conflict)
-2,Language Dependence (2 = no text)
0,Release year (2 = new)
#####,Freizeile
ID,247585
Name,Waste Knights: Second Edition <small>(2021)</small>
Beschreibung,"Waste Knights: Second Edition is a post-apocalyptic game of adventure and survival for 1-4 players inspired by cult classics of the post-apo movies and set in dystopian Australia destroyed by experiments of a powerful corporation. Each player becomes a rugged hero, travelling through the wasteland, facing unnatural weather and enemies forged in long-forgotten laboratories as well as experiencing adventures full of dramatic choices and disturbing characters.&#10;&#10;The game is adventure-based, with each Adventure branching out into a number of Plots revealed depending on the players&rsquo; narrative choices. <span class='filter-values' data-player-number='1 2 3' data-mechanics='drafting storytelling' data-themes='adventure scifi' ></span>"
Tagline,Mercenaries cooperate and compete to live another day in post-apocalyptic Australia.
Thumbnail,https://cf.geekdo-images.com/ZuKO7yC-857WgMgrhgIAFA__thumb/img/A3eQz-l6kt3NbiNjuYMJyu7B4uI=/fit-in/200x150/filters:strip_icc()/pic4012128.jpg
0,Difficulty (2 = easy)
-2,Play Time (2 = short)
1,Cooperative vs. competetive (1 = cooperative)
1,Conflict (1 = low conflict)
